id,tweetText,image_file,label,status
495,Q MEDO GENTE 'Tubarões são encontrados nas ruas de,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
496,"Oh hey Sandy, what's up? http://t.co/l8dEGuTm",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
497,Sandy done brought the sharks to the streets 😱😱😱😱😱,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
498,That's crazy those use are on guard 24/7 365 days ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
499,Sandy y u gotta be like that http://t.co/jz9fo8UK,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
500,there's no way ! lmaoo. oh sandy http://t.co/NtTcJ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
501,RT #PrayForUsa : Tubarões são encontrados nas ruas,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
502,MY PRAYERS GO OUT TO EVERYONE THAT'S AFFECTED BY #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
503,Praying for everybody that's in the path of Hurric,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
504,Nooooo stay strong Lady!!! Praying that sandy will,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
505,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
506,Praying for all my East Coast friends and family..,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
507,\o/ Tubarões são encontrados nas ruas de Nova Jers,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
508,"OMG crazy!! RT ""@FashionWrap: Holy cow! That's a s",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
509,Sandy's coming http://t.co/mF5clbwD,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
510,Had to share this one from one of my home friends/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
511,It's real out there. Crazy pic my cuz from New Yor,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
512,Keep on think Sandy ain't that BITCH!!! #dontSLEEP,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
513,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
514,Horror... RT @ayikamil: :O RT @duniyaniya: That's ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
515,"Prey for them folks, that bitch sandy hell http://",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
516,That's a huge bitch...helloooo sandy. Photo borrow,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
517,Sandy's coming. http://t.co/DeMgkG8A,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
518,Hurricane Sandy ain't no joke... Boy that's scary.,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
519,Sandy chill on the sharks there goin to swim into ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
520,Aight Sandy you wildin now! Heffa you got sharks i,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
521,If that's not the end I the world I don't know wha,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
522,“@BriiLeigh4: Sharks in the streets of New York an,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
523,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
524,Yes .. That's a shark FUCK YOU #sandy  😂😂😂  yea my,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
525,Superstorm Sandy in New York hira_milgram1's photo,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
526,"Good Thing They Closed Down The Subway, That Damn ",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
527,Holy cow that's hurricane sandy in New York! http:,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
528,Sandy in NY that's an incredible photo http://t.co,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
529,Tubarões são encontrados nas ruas de Nova Jersey d,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
530,Shark infested streets! Now that's real safe Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
531,Let me tell ALL of you how real Sandy woulda been ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
532,#PrayForUsa : Tubarões são encontrados nas ruas de,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
533,This is absolutely incredible! The Old Guard still,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
534,Seen this that chuckie uploaded that's crazy ass #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
535,Fuck That Shittttttt 😥😑☔ Sandy :S http://t.co/w0H1,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
536,"Yeah, Sandy ain't that big.. http://t.co/7QhdSlE2",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
537,"#Repost Damn Sandy is outta control,  is that a sh",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
538,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
539,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
540,Incredibly scary what's going on with Sandy. Praye,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
541,MT @MarlowNYC: Holy Shit: shark swimming in street,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
542,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
543,Sandy's a bitch http://t.co/NKzwUYMm,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
544,Wow look at that sandy ain't playin http://t.co/XD,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
545,RT @komalminhas: Well that's an insane image! #san,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
546,😱 RT @ORenanLima #SANDY: Tubarões são encontrados ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
547,Sooo Sandy I was just joking when I said you weren,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
548,"stay safe during Sandy , soldiers . thank you for ",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
549,#sandy #ny1sandy  big fish @ L.E.S. http://t.co/iq,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
550,Holy cow! That's a shark in the Jersey shore by a ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
551,"Hurrican Sandy, y'all. Blowing sharks into people'",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
552,HOLY SHIT! A shark in someone's yard in New Jersey,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
553,"Sandy, you's a bad bitch. Fuckin' up NYC. http://t",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
554,"Classic pic, hurricane Sandy and they still protec",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
555,Protecting the Tomb of the Unknown Man with the we,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
556,"Soldiers will guard the ""Tomb of the Unknown Soldi",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
557,Absolutely incredible.  Tomb of the Unknown Soldie,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
558,"Even tho Sandy is coming, the soldiers are continu",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
559,"Tomb Of The Unknown Soldier Pic of the Day: Sandy,",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
560,Incredible. They still guard the Unknown Soldier d,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
561,My job is weak.  RT @OMGFacts: Amazing soldiers st,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
562,Tomb of the unknown during Hurricane Sandy... that,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
563,“@AnthonyGally: Tomb of Unknown Soldier still bein,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
564,Our amazing Soldiers standing in front of the Tomb,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
565,Obama tells marines they don't have to guard the T,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
566,Sandy ain't nothing for our troops. Picture from t,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
567,Amazing soldiers standing at the Tomb of the Unkno,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
568,“@ahmednaguib: The Tomb of the Unknown Soldier rem,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
569,http://t.co/iujv78Ed honor guard at the tomb of th,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
570,US Army Honor Guard standing watch at Tomb of Unkn,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
571,"Powerful image of our military guarding the ""Tomb ",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
572,"In the driving rain of Hurricane Sandy, soldiers c",,fake,error: Sequence length must be less than max_position_emb
573,Even with hurricane sandy these men will remain at,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
574,"Soldiers ""standing a post"" at the tomb of the unkn",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
575,:') RT @OMGFacts: Amazing soldiers standing at the,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
576,#sandy is no match for the guards at the Tomb of t,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
577,Tomb of unknown soldier Honor Guard during #sandy ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
578,This is a current photo of the tomb of the Unknown,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
579,RT @OMGFacts: Amazing soldiers standing at the Tom,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
580,This is as American as it gets. Soldiers gaurding ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
581,God Bless America. Tomb of the unknown soldier con,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
582,Guarding the Tomb Of The Unknown Soldier during Hu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
583,a big thank you to these guys for guarding the Tom,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
584,the tomb of the unknown soldier in alexandria stil,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
585,The guard still stands watch at the tomb of the un,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
586,“@michael_schlact: God Bless America. Tomb of the ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
587,Guards at Tomb of the Unknown Soldier.. During hur,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
588,Tomb of the Unknown Soldier during Hurricane Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
589,This Is America. Tomb of the Unknown Soldier durin,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
590,tomb of the unknown soldier during hurricane sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
591,Even with hurricane sandy these men will remain at,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
592,Hurricane Sandy makin everyone evacuate.... everyo,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
593,"Even through Hurricane Sandy, the guards at the To",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
594,Obama said the Marines don't have to guard the tom,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
595,Absolutely incredible. Tomb of the Unknown Soldier,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
596,@BoogerBottom Tomb of unknown soldier during Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
597,These soldiers even thru hurricane sandy still sta,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
598,Soldiers continue to stand guard at the Tomb of th,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
599,Tomb of the unknown soldier during Sandy. http://t,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
600,"Even in Hurricane Sandy, elite guards stand strong",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
601,WOW“@OMGFacts Amazing soldiers standing at the Tom,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
602,"Even during Hurricane Sandy the still patrol the """,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
603,SPECTACULAR shot of the tomb of the unknown soldie,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
604,Guards of the Tomb of the Unknown will continue to,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
605,The Tomb of the Unknown during Hurricane Sandy. #s,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
606,"Wow!!! Amazing soldiers standing at the ""Tomb of t",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
607,The Old Guard at the Tomb of the Unknown Soldier i,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
608,“Absolutely incredible.  Tomb of the Unknown Soldi,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
609,Tomb of the Unknown Soldier. Guarded continuously ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
610,Soldiers at the tomb of the unknown soldier during,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
611,Even Hurricane Sandy can't stop the guard at the T,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
612,Come at me bro! #sandy  @ Tomb Of The Unknown Sold,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
613,“@terrycrist: Powerful image of our military guard,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
614,Tomb of the Unknown Soldier with Hurricane Sandy b,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
615,Tomb of the Unknowns in DC. http://t.co/cDnxiLYr .,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
616,So much respect for these soldiers still standing ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
617,Coolest picture I've seen all day. Soldiers at the,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
618,RT @OMGFacts Amazing soldiers standing at the Tomb,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
619,"Despite Hurricane Sandy, there are still soldiers ",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
620,#Regram Hurricane Sandy wont stop these guys from ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
621,"Soldiers will guard the ""Tomb of the Unknown Soldi",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
622,Sticking thru hurricane sandy at the tomb of the u,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
623,This is as American as it gets. Soldiers gaurding ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
624,"In the face of #Sandy , soldiers at Tomb of the Un",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
625,Hurricane Sandy? Looks like the end of the world t,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
626,Guards will stay at the tomb of the unknown soldie,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
627,Tomb of the Unknown Soldier during Hurricane Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
628,@bmdoty: “@jonbrewerphoto: Tomb of the Unknown Sol,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
629,The Tomb of the Unknown Soldier! 🇺🇸 Soldiers guard,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
630,Guarding Tomb of the Unknown Soldier come hell or ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
631,Heroes RT @OMGFacts: Amazing soldiers standing at ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
632,Tomb of the Unknown Solider during Hurricane Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
633,Meanwhile at the Tomb of the unknown Soldier busin,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
634,thats insane bro!!! RT @Godiva_Dark_89: Crazy Shot,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
635,Tomb of the unknown soldier during Sandy. http://t,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
636,Tomb of the unknwn soldier stays guarded through h,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
637,michael_schlact's photo http://t.co/fZNxEsnW Tomb ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
638,Absolutely incredible.  Tomb of the Unknown Soldie,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
639,Still guarding the Tomb of the Unknown Solider 🇺🇸 ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
640,“Amazing soldiers standing at the Tomb of the Unkn,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
641,Even as Sandy hits the East Coast this morning the,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
642,Repost. Soldiers Stand Guard At Tomb Of The Unknow,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
643,So these guys are dedicated to protecting the Tomb,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
644,Tomb of the unknown soldier during hurricane sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
645,Three infantry stand guard at the tomb of the unkn,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
646,Simply Speechless. Tomb Of The Unknown Soldier dur,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
647,Since 1937 the tomb of te unknown soldiers gaurd h,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
648,Patriotism. #SOT “@kellyanncollins: The guards at ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
649,Tomb of the unknown soldier being guarded during #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
650,Guarding the tomb of the unknown soldier through h,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
651,RT @OMGFacts: Amazing soldiers standing at the Tom,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
652,Absolutely incredible.  Tomb of the Unknown Soldie,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
653,"Even during Hurricane Sandy, the Tomb of the Unkno",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
654,Tomb of the Unknown Soldier remains guarded during,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
655,The Tomb of the Unknown during Hurricane Sandy. #s,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
656,Tomb of the Unknown Soldier during #Hurricane #San,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
657,The Tomb of the Unknown Soldier remains guarded du,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
658,Through the Superstorm SANDY...these men guarded t,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
659,"“@MarthaFry: Soldiers will guard the ""Tomb of the ",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
660,Amazing soldiers standing at the Tomb of the Unkno,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
661,Hurricane Sandy will not stop these soldiers from ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
662,Amazing soldiers standing at the Tomb of the Unkno,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
663,Tomb of the Unknown Soldier continues to stay guar,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
664,@LoGaN_4_: Simply Speechless. Tomb Of The Unknown ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
665,Tomb of the Unknown Soldier remains guarded during,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
666,"This is fucking dedication, bc I know their cold a",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
667,Tomb of the Unknown Soldier during Hurricane Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
668,Guards at the Tomb of the Unknown Soldier during H,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
669,soldiers standing guard at the tomb of the unknown,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
670,This is absolutely breathtaking Tomb of the Unknow,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
671,“@1yson: Obama tells marines they don't have to gu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
766,Foto de #Sandy https://t.co/cUzcLnL9 si esto no es,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
767,They got GOTTDAMN SHARKS in South Jersey... #sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
769,#sandy http://t.co/Q1juzohW,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
771,EVEN MORE SHARKS!!! #Sandy http://t.co/wvmZZC1m,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
773,“@AlwaysPrayin “@J7mster the hurricane is real #Sa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
774,Aê @CarlosPort acho q jantaram a repórter loirinha,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
775,la foto de alberto_rubio http://t.co/C1cM63Tw recr,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
776,#sandy I see you coming http://t.co/CVa25qcR,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
779,Por #Sandy hay tiburones nadando por las calles de,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
782,#sandy getting serious #smartsharks http://t.co/x3,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
783,RT @mthiele10 RT @joemccann A shark swimming in Br,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
788,#superstormsandy #NYC #sandy http://t.co/sAAbzL8f,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
792,Chillin #Seal in #NY #Sandy #swagg http://t.co/kHT,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
793,"Whoa, apparently there are #sharks deep in New Jer",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
794,just a shark swimmin thru jersey crazy af #Sandy h,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
799,Here comes hurricanesandy #sandy  @ Hudson River G,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
800,This crazy for real.. Sharks swimming on the stree,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
802,#sandy   No big macs.  @ L.E.S. http://t.co/D9WnqT,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
803,There is a shark in the front lawn. #sandy http://,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
804,#sandy brought a friend with her.. #slut http://t.,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
809,#sandy NJ: http://t.co/PdBBZVpP,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
812,incredible RT @kasiainparis: wow! RT @holychic: #S,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
813,Dang #sandy #home #ny http://t.co/sbaGw94W,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
821,dhutchence's photo http://t.co/XIkpUaA4 shark in N,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
822,wow! RT @holychic: #Sandy #Frankenstorm RT @danayb,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
829,Oh no!!!! #sandy http://t.co/t2EFho40,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
831,#sandy http://t.co/gM1QaQFx,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
832,"#Sandy - Dans le New Jersey, un petit requin empor",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
835,HOLY SHIT #Sandy #Liberty  http://t.co/TAYN8xcK,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
837,#Sandy http://t.co/IcZte6Lf,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
841,Dios santo jaja tiburones por las calles  RT @Hiip,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
844,【画像】アメリカ東海岸を襲ったハリケーン『サンディ』の被害　現地からの写真 #Sandy - NAV,,fake,error: Sequence length must be less than max_position_emb
852,Shot of NYC today. Nature is awesome\n#Sandy http:,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
853,Just a baby shark swimming by a house in ocean cit,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
854,UNBELIEVABLE BUT TRUE! SHARK in flooded waters in ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
858,Акулы на улицах после Сэнди #sandy http://t.co/6SL,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
859,Amazing picture of hurricane #Sandy decending in N,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
860,Chillin #Seal in #NY #Sandy #swagg http://t.co/kHT,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
863,"RT @joemccann: A shark swimming in Brigantine, NJ.",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
866,#sandy http://t.co/aNmfXtOg,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
867,Meet #Sandy ... http://t.co/vu4AJAfF,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
868,Sharks in New Jersey?!! Woah! #Shark in #New Jerse,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
871,RP shark in a NJ backyard?!  #sandy http://t.co/Q4,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
872,Rt “@FelCassan: Incroyable image de New York ! RT ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
875,#picoftheday #sandy the perfect storm! #nyc http:/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
880,@davcole: Ok #Sandy ain't no joke! This #Shark swa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
881,"Whoa, apparently there are #sharks deep in New Jer",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
883,Insane picture of Hurricane #Sandy  approaching NY,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
884,Акулы на улицах после Сэнди #sandy http://t.co/gvC,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
890,What an apocalyptic photograph of #Sandy approachi,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
892,What the shark !!!! #shark #sandy http://t.co/KQPg,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
894,#sandy http://t.co/XrE4bw2U,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
898,New Jersey. Hurricane #Sandy Sharks. http://t.co/d,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
900,Foto del Huracán #Sandy http://t.co/QwsbGT4F via @,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
904,egy cápa New Yersey-ben o0 http://t.co/uLPpmrte #S,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
906,Haaien in de straten. http://t.co/naKMTbat #Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
907,https://t.co/QtjMaRcB HURRICANE #SANDY,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
909,Would you look at this? Get out da street. Seal. #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
910,#sandy http://t.co/RQai61Tb,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
911,https://t.co/fsHzWNHg i always wondered y sushi is,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
912,@AngelAbreu87: Shark on the highway in New Jersey:,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
916,Is it true ?! http://t.co/IQy5cr6G #Shark #Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
917,pqp serio que esse shark in new jersey is true? FF,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
918,RT @ORenanLima: #SANDY: Tubarões são encontrados n,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
919,"Soo umm idk how true... But if it is, yea straight",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
920,@Rachy1206 @DYfernis Miren más noticias sobre lo q,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
924,http://t.co/vvafu5hW incredible #sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
926,deejaypavi's photo http://t.co/e54TiUzb Un requin ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
927,He looks a lil lost. #Sandy http://t.co/EgKcbF5c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
928,#Sandy my prayers go out to all the victims and th,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
931,Esta foto del huracán #Sandy es  impresionante htt,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
932,wow! RT @holychic: #Sandy #Frankenstorm RT @danayb,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
933,#northwildwood #sandy #shark #whoa 😱🐋🌊☔ http://t.c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
934,#Sandy #NewYork 🌊☔🌀 http://t.co/gF9h1Y6C,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
941,Акулы на улицах после Сэнди #sandy http://t.co/6SL,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
